,0
0,ARG
1,AUS
2,AUT
3,BEL
4,BGR
5,BLR
6,BRA
7,CAN
8,CHE
9,CHN
10,CIV
11,CMR
12,CYP
13,CZE
14,DEU
15,DNK
16,EGY
17,ESP
18,EST
19,FIN
20,FRA
21,GBR
22,GRC
23,HRV
24,HUN
25,IDN
26,IND
27,IRL
28,ISL
29,ISR
30,ITA
31,JPN
32,KAZ
33,KOR
34,LTU
35,LUX
36,LVA
37,MAR
38,MEX
39,MLT
40,MYS
41,NGA
42,NLD
43,NOR
44,NZL
45,PER
46,PHL
47,POL
48,PRT
49,ROU
50,RUS
51,SAU
52,SVK
53,SVN
54,SWE
55,THA
56,TUN
57,TUR
58,TWN
59,UKR
60,USA
61,VNM
62,ZAF
63,ROW
