,0
0,A01_02
1,B05_06
2,B07_08
3,B09
4,C10T12
5,C13T15
6,C16
7,C19
8,C20
9,C21
10,C22
11,C23
12,C24
13,C25
14,C26
15,C27
16,C28
17,C29
18,C30
19,C31T33
20,D
21,F
22,G
23,H49
24,H50
25,H51
26,H52
27,I
28,J61
29,J62_63
30,K
31,L
32,M
33,O
34,other
