,0
0,8298.6216
1,3395.6811
2,272.9244
3,20.9934
4,41279.742699999995
5,3371.5810999999994
6,239.87550000000002
7,5231.562199999999
8,3304.815899999999
9,8607.522
10,1189.8043999999998
11,628.3861
12,589.5765
13,1653.0717
14,4589.2484
15,2775.2866999999997
16,5207.620900000001
17,6948.711800000001
18,756.1036999999999
19,2269.5042999999996
20,4617.659999999999
21,19549.540800000002
22,35963.295399999995
23,7070.293500000001
24,833.9440999999998
25,2072.6095
26,1243.3566000000003
27,8917.231199999998
28,4827.837399999999
29,3668.266000000001
30,12579.132999999998
31,19973.8018
32,2985.459
33,34534.6218
34,69644.2497
35,16971.4159
36,5660.9691
37,2419.6077999999998
38,2489.9554
39,46913.74040000001
40,12166.9743
41,573.804
42,6991.6718
43,7099.8739000000005
44,10526.904600000002
45,4661.578800000002
46,1740.4682000000003
47,173.207
48,5263.872799999999
49,20346.3436
50,5613.849
51,13146.215599999998
52,22956.035399999997
53,8564.188000000002
54,7222.9139000000005
55,13128.634300000002
56,178213.96540000004
57,116218.21549999999
58,9090.6621
59,4283.8122
60,8916.1885
61,14297.097000000002
62,43085.101500000004
63,12490.2752
64,14737.011299999998
65,54422.72880000001
66,167238.52980000002
67,22939.213899999995
68,112013.817
69,306226.37909999996
70,4143.7684
71,176.80349999999999
72,100.0055
73,22.380600000000005
74,15275.266700000004
75,5809.7726999999995
76,2175.0043
77,1963.815
78,3437.9707999999996
79,4420.0496
80,2227.1920999999998
81,1798.218
82,501.93570000000005
83,3240.0855
84,7135.147300000001
85,4754.901900000001
86,10752.8701
87,10235.1177
88,2618.8384
89,9407.628300000002
90,5730.4526000000005
91,36594.43930000002
92,35481.094300000004
93,8187.585000000001
94,586.4389
95,831.1732999999999
96,4243.925300000001
97,19529.968099999995
98,2849.9650000000006
99,9729.035399999997
100,8562.3704
101,41635.84560000001
102,9109.4145
103,29098.4217
104,89542.69539999998
105,4145.3824
106,168.1121
107,307.3751
108,4.9334
109,22887.514999999992
110,4108.4353
111,474.96349999999995
112,4229.8454
113,3900.687700000001
114,14963.8514
115,1274.7813999999998
116,771.7959999999998
117,330.0848
118,4991.3736
119,5772.629199999999
120,3263.5886
121,6841.944599999999
122,14522.592999999999
123,1526.7116
124,5160.475299999998
125,8024.356099999998
126,49813.79449999999
127,40582.9561
128,7917.4791000000005
129,521.4255
130,1810.5168999999999
131,7102.573700000002
132,12901.932699999998
133,5736.449100000001
134,8466.490300000001
135,15692.481800000001
136,45603.9356
137,17743.002700000005
138,46467.47200000001
139,119030.78250000002
140,1178.4037
141,167.8766
142,77.3004
143,0.5488
144,4371.943300000001
145,828.3672999999999
146,134.3646
147,796.6809999999998
148,443.9938000000001
149,918.1315000000001
150,378.9952
151,382.8624
152,97.8194
153,567.1816000000001
154,882.7308
155,755.6118
156,2078.6322
157,1510.8063
158,237.56500000000003
159,693.2113999999999
160,1203.8777999999998
161,7261.192100000001
162,5560.657299999997
163,1954.2513999999999
164,94.72749999999999
165,362.8466
166,662.4325
167,1806.6976
168,1353.0712999999996
169,769.4947999999999
170,867.5551999999999
171,5991.660100000001
172,847.4183
173,5491.6489
174,10904.189
175,4278.750000000001
176,173.4595
177,16.5483
178,42.83500000000002
179,5458.843000000001
